Opened,Closed,Updated,Status,Responsible Agency,Category,Neighborhood,Source
06-02-2016 09:39,06-07-2016 03:10,06-07-2016 03:10,Closed,DPT Meter_Bike Queue,Graffiti Public Property,Mission,Open311
06-02-2016 09:41,06-02-2016 12:00,06-02-2016 12:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
06-02-2016 09:51,06-02-2016 13:03,06-02-2016 13:03,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Twitter
06-02-2016 09:54,06-02-2016 12:03,06-02-2016 12:03,Closed,DPW Ops Queue,Graffiti Private Property,Chinatown,Open311
06-02-2016 09:54,06-02-2016 17:43,06-02-2016 17:43,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Nob Hill,Voice In
03-01-2016 13:02,,03-04-2016 03:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,North Beach,Voice In
06-02-2016 09:57,06-08-2016 12:38,06-08-2016 12:38,Closed,DPT SignShop 03 Queue,Sign Repair,Financial District,Voice In
06-02-2016 10:04,,06-02-2016 10:27,Open,RPD Park Service Area 1 Queue,Rec and Park Requests,Chinatown,Open311
06-02-2016 10:04,06-02-2016 11:51,06-02-2016 11:51,Closed,DPW Ops Queue,Graffiti Private Property,Nob Hill,Open311
06-02-2016 10:05,06-02-2016 12:59,06-02-2016 12:59,Closed,DPW Ops Queue,Graffiti Public Property,Nob Hill,Open311
06-02-2016 10:05,06-02-2016 17:44,06-02-2016 17:44,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Nob Hill,Open311
08-02-2015 10:39,08-02-2015 12:25,08-02-2015 12:25,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
03/14/2016 04:28:28 PM,03/14/2016 07:15:09 PM,03/14/2016 07:15:09 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
03/14/2016 04:31:05 PM,03/14/2016 07:14:39 PM,03/14/2016 07:14:39 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 10:06,06-02-2016 10:30,06-02-2016 10:30,Closed,RPD NSA Queue,Rec and Park Requests,Chinatown,Open311
03/14/2016 04:32:11 PM,03/14/2016 07:14:08 PM,03/14/2016 07:14:08 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
07/18/2015 09:12:49 AM,07/25/2015 07:44:19 AM,07/25/2015 07:44:19 AM,Closed,DPW Ops Queue,Graffiti Private Property,South of Market,Integrated Agency
06-02-2016 10:09,06-02-2016 17:32,06-02-2016 17:32,Closed,DPW Ops Queue,Graffiti Public Property,Chinatown,Open311
07/18/2015 09:12:52 AM,07/30/2015 09:10:00 AM,07/30/2015 09:10:00 AM,Closed,DPW Ops Queue,Graffiti Private Property,Mission,Integrated Agency
03/14/2016 04:34:49 PM,03/14/2016 07:14:49 PM,03/14/2016 07:14:49 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 10:10,06-02-2016 10:24,06-02-2016 10:24,Closed,PUC - Water - G,Graffiti Public Property,Nob Hill,Open311
07/15/2015 04:49:23 AM,07/15/2015 10:01:51 AM,07/15/2015 10:01:51 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Web Self Service
07/15/2015 04:51:04 AM,07/15/2015 03:34:02 PM,07/15/2015 03:34:02 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Web Self Service
07/15/2015 04:52:07 AM,07/15/2015 10:14:37 AM,07/15/2015 10:14:37 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Web Self Service
03/14/2016 04:39:42 PM,03/14/2016 07:14:25 PM,03/14/2016 07:14:25 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 10:11,06-02-2016 15:44,06-02-2016 15:44,Closed,DPW Ops Queue,Graffiti Public Property,Chinatown,Open311
06-02-2016 10:14,06-02-2016 18:14,06-02-2016 18:14,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Chinatown,Open311
07/15/2015 06:32:51 AM,07/15/2015 12:06:06 PM,07/15/2015 12:06:06 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Voice In
06-02-2016 10:15,06-02-2016 10:24,06-02-2016 10:24,Closed,PUC - Water - G,Graffiti Public Property,Chinatown,Open311
07/15/2015 06:36:00 AM,07/15/2015 03:40:28 PM,07/15/2015 03:40:28 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
06-02-2016 10:22,06-02-2016 18:13,06-02-2016 18:13,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Chinatown,Open311
06-02-2016 10:22,,06-02-2016 10:22,Open,DPW Ops Queue,Graffiti Private Property,Mission,Integrated Agency
06-02-2016 10:25,06-02-2016 17:07,06-02-2016 17:07,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
08/17/2015 06:24:33 PM,08/18/2015 03:22:43 PM,08/18/2015 03:22:43 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
06-02-2016 10:26,06-02-2016 18:32,06-02-2016 18:32,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
03/14/2016 04:53:13 PM,03/14/2016 08:14:00 PM,03/14/2016 08:14:00 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
06-02-2016 10:27,06-02-2016 12:37,06-02-2016 12:37,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Civic Center,Open311
07/18/2015 09:12:55 AM,07/30/2015 09:09:29 AM,07/30/2015 09:09:29 AM,Closed,DPW Ops Queue,Graffiti Private Property,Mission,Integrated Agency
03-01-2016 13:53,,03-01-2016 16:14,Open,SFMTA - Temporary Sign Request Installation/Enforcement Queue,Temporary Sign Request,South of Market,Voice In
03/14/2016 04:58:51 PM,03/14/2016 09:40:36 PM,03/14/2016 09:40:36 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 10:36,06-02-2016 12:44,06-02-2016 12:44,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 10:37,06-02-2016 12:00,06-02-2016 12:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
06-02-2016 10:37,06-02-2016 12:37,06-02-2016 12:37,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,North Beach,Voice In
03-01-2016 13:59,03-04-2016 15:09,03-04-2016 15:09,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
03/14/2016 05:06:09 PM,03/14/2016 06:50:35 PM,03/14/2016 06:50:35 PM,Closed,PUC Streetlights Queue,Streetlights,South of Market,Voice In
07/17/2015 07:01:34 PM,07/17/2015 09:13:42 PM,07/17/2015 09:13:42 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
03-01-2016 14:23,03-01-2016 15:59,03-01-2016 15:59,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 11:05,,06-02-2016 11:08,Open,RPD Park Service Area 1 Queue,Rec and Park Requests,Chinatown,Open311
06-02-2016 11:06,,06-02-2016 11:06,Open,DPW BSM Queue,Sidewalk or Curb,Chinatown,Open311
06-02-2016 11:09,06-02-2016 18:31,06-02-2016 18:31,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
06-02-2016 11:09,06-02-2016 14:06,06-02-2016 14:06,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Voice In
06-02-2016 11:10,06-02-2016 17:42,06-02-2016 17:42,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Chinatown,Open311
06-02-2016 11:10,06-02-2016 17:17,06-02-2016 17:17,Closed,DPW Ops Queue,Litter Receptacles,Mission,Voice In
06-02-2016 11:15,06-02-2016 12:00,06-02-2016 12:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 11:17,06-02-2016 17:36,06-02-2016 17:36,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Web Self Service
03-01-2016 14:44,03-04-2016 14:49,03-04-2016 14:49,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 11:25,,06-02-2016 11:25,Open,SFMTA - Temporary Sign Request Queue,Temporary Sign Request,Financial District,Web Self Service
06-02-2016 11:32,06-02-2016 12:00,06-02-2016 12:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 11:36,,06-02-2016 11:36,Open,SFMTA - Temporary Sign Request Queue,Temporary Sign Request,South of Market,Web Self Service
06-02-2016 11:37,06-02-2016 18:33,06-02-2016 18:33,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
06-02-2016 11:37,06-02-2016 18:00,06-02-2016 18:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
03-01-2016 14:57,03-08-2016 08:10,03-08-2016 08:10,Closed,DPW Ops Queue,Graffiti Private Property,Mission,Open311
06-02-2016 11:37,06-02-2016 15:45,06-02-2016 15:45,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Chinatown,Voice In
06-02-2016 11:38,06-02-2016 13:50,06-02-2016 13:50,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Voice In
06-02-2016 11:39,06-02-2016 17:51,06-02-2016 17:51,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Chinatown,Open311
06-02-2016 11:46,06-02-2016 15:40,06-02-2016 15:40,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 11:46,06-02-2016 18:34,06-02-2016 18:34,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
03-01-2016 15:11,03/25/2016 07:26:00 AM,03/25/2016 07:26:00 AM,Closed,DPW BSM Queue,Sidewalk or Curb,Russian Hill,Voice In
03-01-2016 15:12,,03-02-2016 12:00,Open,DPW - Bureau of Street Use and Mapping - G,General Requests,Mission,Voice In
06-02-2016 11:52,06-02-2016 14:33,06-02-2016 14:33,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Chinatown,Open311
06-02-2016 11:54,06-02-2016 14:26,06-02-2016 14:26,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 12:09,,06-02-2016 12:09,Open,DPW Ops Queue,Graffiti Private Property,Mission,Integrated Agency
06-02-2016 12:09,06-02-2016 14:10,06-02-2016 14:10,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,North Beach,Integrated Agency
06-02-2016 12:12,06-02-2016 20:17,06-02-2016 20:17,Closed,DPW - Bureau of Street Environmental Services - G,General Requests,South of Market,Voice In
06-02-2016 12:12,06-02-2016 19:11,06-02-2016 19:11,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Chinatown,Open311
06-02-2016 12:14,06-02-2016 13:42,06-02-2016 13:42,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Voice In
06-02-2016 12:15,,06-08-2016 10:51,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 12:18,06-02-2016 14:33,06-02-2016 14:33,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,North Beach,Open311
06-02-2016 12:18,06-02-2016 14:19,06-02-2016 14:19,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Open311
03-01-2016 16:00,,03-02-2016 12:00,Open,DPW Ops Queue,Street Defects,Mission,Voice In
06-02-2016 12:19,06/20/2016 03:14:26 PM,06/20/2016 03:14:26 PM,Closed,US Postal Service Maintenance Queue,Graffiti Public Property,Chinatown,Open311
08-03-2015 10:46,08-03-2015 12:35,08-03-2015 12:35,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Integrated Agency
08-03-2015 10:46,08-03-2015 11:48,08-03-2015 11:48,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Nob Hill,Integrated Agency
06-02-2016 12:22,06-02-2016 13:00,06-02-2016 13:00,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,North Beach,Open311
06-02-2016 12:24,06-07-2016 11:00,06-07-2016 11:00,Closed,DPT Meter_Bike Queue,Damaged Property,Civic Center,Voice In
03-01-2016 16:06,,03-02-2016 04:00,Open,DPW Ops Queue,Graffiti Public Property,Chinatown,Open311
08-03-2015 11:01,08-03-2015 14:50,08-03-2015 14:50,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Integrated Agency
06-02-2016 12:33,06-02-2016 12:50,06-02-2016 12:50,Closed,PUC - Water - G,Sewer Issues,Financial District,Voice In
06-02-2016 12:34,06-02-2016 15:27,06-02-2016 15:27,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Civic Center,Voice In
03-01-2016 16:15,03-01-2016 16:49,03-01-2016 16:49,Closed,Recology_Overflowing,Street and Sidewalk Cleaning,Mission,Open311
03-01-2016 16:16,03-04-2016 18:09,03-04-2016 18:09,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Chinatown,Open311
07/15/2015 08:10:59 AM,07/15/2015 11:19:45 AM,07/15/2015 11:19:45 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Nob Hill,Voice In
07/15/2015 08:11:04 AM,07/16/2015 08:19:50 AM,07/16/2015 08:19:50 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Civic Center,Web Self Service
08/18/2015 05:29:26 PM,11-04-2015 08:46,11-04-2015 08:46,Closed,DPT Meter_Bike Queue,Damaged Property,South of Market,Voice In
06-02-2016 12:55,06-02-2016 14:29,06-02-2016 14:29,Closed,DPT Meter_Bike Queue,Damaged Property,South of Market,Voice In
06-02-2016 13:08,06-02-2016 15:42,06-02-2016 15:42,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Nob Hill,Voice In
07/15/2015 08:12:22 AM,07/16/2015 08:05:01 AM,07/16/2015 08:05:01 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
04/20/2015 03:56:47 PM,,04/20/2015 04:08:45 PM,Open,MUNI Work Queue,MUNI Feedback,Financial District,Voice In
06-02-2016 13:20,06-02-2016 16:35,06-02-2016 16:35,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Web Self Service
03-01-2016 16:32,,03-04-2016 02:30,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Russian Hill,Open311
07/15/2015 08:12:43 AM,07/15/2015 11:22:04 AM,07/15/2015 11:22:04 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Nob Hill,Voice In
06-02-2016 13:28,06-02-2016 13:52,06-02-2016 13:52,Closed,Recology_Overflowing,Street and Sidewalk Cleaning,Civic Center,Open311
03-01-2016 16:40,,03-02-2016 04:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Web Self Service
03-01-2016 16:41,03/20/2016 03:13:25 PM,03/20/2016 03:13:25 PM,Closed,US Postal Service Maintenance Queue,Graffiti Public Property,Russian Hill,Open311
08/18/2015 06:32:32 PM,08/19/2015 07:09:04 AM,08/19/2015 07:09:04 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Voice In
08/18/2015 06:35:11 PM,08/19/2015 10:41:53 AM,08/19/2015 10:41:53 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 13:47,06-02-2016 19:12,06-02-2016 19:12,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
08-03-2015 16:53,03/15/2016 11:21:07 AM,03/15/2016 11:21:07 AM,Closed,SFMTA - Temporary Sign Request Queue,Temporary Sign Request,Mission,Voice In
06-02-2016 13:49,06-02-2016 20:14,06-02-2016 20:14,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
08-03-2015 11:20,08-03-2015 14:24,08-03-2015 14:24,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Nob Hill,Voice In
03-01-2016 16:59,,03-02-2016 06:56,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
03-01-2016 17:06,,03-02-2016 06:45,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
08-03-2015 12:03,08-05-2015 09:29,08-05-2015 09:29,Closed,DPW Ops Queue,Graffiti Public Property,South of Market,Voice In
06-02-2016 14:07,06/13/2016 09:36:31 AM,06/13/2016 09:36:31 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Chinatown,Open311
03-01-2016 17:13,,03-04-2016 01:40,Open,DPW Ops Queue,Litter Receptacles,Chinatown,Open311
06-02-2016 14:07,06-02-2016 14:59,06-02-2016 14:59,Closed,DPT Meter_Bike Queue,Damaged Property,Russian Hill,Voice In
03-01-2016 17:19,,03-02-2016 06:42,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
03-01-2016 17:22,,03-01-2016 17:22,Open,DPW Ops Queue,Graffiti Private Property,Chinatown,Open311
02-12-2016 13:39,,03/15/2016 09:33:15 AM,Open,SFMTA - Parking Enforcement - G,General Requests,South of Market,Voice In
02/16/2016 01:23:23 PM,03/15/2016 01:41:55 PM,03/15/2016 01:41:55 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Civic Center,Voice In
03-01-2016 17:44,,03-02-2016 04:24,Open,DPW Ops Queue,Catch Basin Maintenance,South of Market,Voice In
06-02-2016 14:23,06-02-2016 16:29,06-02-2016 16:29,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Nob Hill,Integrated Agency
06-02-2016 14:23,06-02-2016 16:02,06-02-2016 16:02,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,North Beach,Integrated Agency
06-02-2016 14:23,06-02-2016 16:03,06-02-2016 16:03,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Integrated Agency
03-01-2016 17:51,,03-02-2016 04:24,Open,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 14:23,06-02-2016 16:25,06-02-2016 16:25,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Integrated Agency
06-02-2016 14:23,06-02-2016 15:53,06-02-2016 15:53,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Integrated Agency
03/14/2016 03:58:06 PM,,03/15/2016 09:18:29 AM,Open,SFMTA - Temporary Sign Request Installation/Enforcement Queue,Temporary Sign Request,Civic Center,Voice In
07/15/2015 09:02:24 AM,07/17/2015 09:13:30 AM,07/17/2015 09:13:30 AM,Closed,MUNI Work Queue,MUNI Feedback,South of Market,Voice In
03/14/2016 04:03:56 PM,03/15/2016 09:16:55 AM,03/15/2016 09:16:55 AM,Closed,Police - Homeless Concerns Queue,General Requests,Mission,Open311
06-02-2016 14:36,06-02-2016 18:02,06-02-2016 18:02,Closed,Police - Homeless Concerns Queue,General Requests,Financial District,Open311
02/25/2016 04:22:32 PM,03/15/2016 08:23:14 AM,03/15/2016 08:23:14 AM,Closed,SFMTA - Parking Enforcement - G,General Requests,Financial District,Voice In
06-02-2016 14:38,06-02-2016 16:04,06-02-2016 16:04,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Russian Hill,Web Self Service
03-01-2016 19:04,,03-03-2016 07:26,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
03-01-2016 19:20,,03-03-2016 07:35,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 14:49,06-02-2016 15:55,06-02-2016 15:55,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Voice In
07/15/2015 08:35:40 AM,07/15/2015 12:22:15 PM,07/15/2015 12:22:15 PM,Closed,RPD NSA Queue,Tree Maintenance,Mission,Open311
06-02-2016 14:50,,06-02-2016 14:50,Open,DPW BSM Queue,Sidewalk or Curb,North Beach,Open311
03-01-2016 19:34,,03-02-2016 04:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
03-01-2016 19:34,03-04-2016 13:36,03-04-2016 13:36,Closed,Police - Homeless Concerns Queue,General Requests,South of Market,Open311
03-01-2016 19:43,,03-05-2016 01:20,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 14:57,06-02-2016 16:05,06-02-2016 16:05,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Voice In
07/15/2015 09:02:26 AM,07/16/2015 09:01:20 AM,07/16/2015 09:01:20 AM,Closed,DPW Ops Queue,Graffiti Public Property,South of Market,Web Self Service
06-02-2016 15:10,,06-02-2016 15:12,Open,DPW BUF Queue,Graffiti Public Property,South of Market,Open311
06-02-2016 15:11,06-09-2016 11:49,06-09-2016 11:49,Closed,DPW Ops Queue,Graffiti Private Property,South of Market,Open311
06-02-2016 15:16,06-02-2016 16:28,06-02-2016 16:28,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Nob Hill,Voice In
06-02-2016 15:41,06-02-2016 18:25,06-02-2016 18:25,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,North Beach,Voice In
03-01-2016 22:21,03-01-2016 22:26,03-01-2016 22:26,Closed,PUC - Water - G,Sewer Issues,Nob Hill,Voice In
06-02-2016 15:49,06-02-2016 16:05,06-02-2016 16:05,Closed,RPD NSA Queue,Rec and Park Requests,Chinatown,Open311
08/19/2015 08:57:13 AM,08/21/2015 07:10:18 AM,08/21/2015 07:10:18 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 15:52,06-02-2016 16:39,06-02-2016 16:39,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Voice In
06-02-2016 15:56,,06-03-2016 07:27,Open,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
03-09-2016 09:38,03/15/2016 10:04:37 AM,03/15/2016 10:04:37 AM,Closed,SFMTA - UPI/TDM Queue,General Requests,Civic Center,Web Self Service
06-02-2016 16:03,06-02-2016 19:29,06-02-2016 19:29,Closed,DPW Ops Queue,Graffiti Private Property,South of Market,Web Self Service
06-02-2016 16:08,06-07-2016 12:17,06-07-2016 12:17,Closed,DPW BSSR Queue,Street Defects,Financial District,Open311
06-02-2016 16:10,,06-08-2016 10:51,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 16:12,06-06-2016 08:51,06-06-2016 08:51,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Chinatown,Open311
07/18/2015 09:17:29 PM,07/19/2015 11:43:58 AM,07/19/2015 11:43:58 AM,Closed,311 Supervisor Queue,Street and Sidewalk Cleaning,Mission,Voice In
06-02-2016 16:13,06-02-2016 16:57,06-02-2016 16:57,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 16:32,,06-02-2016 19:09,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 16:35,,06-02-2016 16:35,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 16:44,,06-02-2016 19:09,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 16:59,,06-02-2016 16:59,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
03-10-2016 16:21,03/15/2016 02:53:30 PM,03/15/2016 02:53:30 PM,Closed,MUNI Work Queue,MUNI Feedback,South of Market,Voice In
06-02-2016 17:17,,06-02-2016 17:17,Open,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 17:28,,06-12-2016 12:44,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 17:43,08/22/2016 03:36:55 PM,08/22/2016 03:36:55 PM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 17:49,06-02-2016 20:13,06-02-2016 20:13,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
03-11-2016 09:45,03/15/2016 09:40:32 AM,03/15/2016 09:40:32 AM,Closed,PUC Sewer Ops,Sewer Issues,South of Market,Voice In
03-02-2016 09:05,,03-03-2016 02:53,Open,311 Supervisor Queue,Graffiti Private Property,Mission,Open311
06-02-2016 18:29,06-12-2016 11:00,06-12-2016 11:00,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
06-02-2016 18:31,,06-02-2016 18:31,Open,DPW Ops Queue,Litter Receptacles,South of Market,Open311
03/14/2016 04:24:02 PM,03/15/2016 10:25:30 AM,03/15/2016 10:25:30 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,North Beach,Voice In
03-11-2016 12:01,03/15/2016 01:45:32 PM,03/15/2016 01:45:32 PM,Closed,DPT Meter_Bike Queue,Damaged Property,South of Market,Voice In
06-02-2016 19:02,06-02-2016 20:10,06-02-2016 20:10,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
06-02-2016 19:11,,06-02-2016 19:14,Open,DPW BSM Queue,Sidewalk or Curb,Mission,Voice In
03-11-2016 14:22,03/15/2016 12:00:00 PM,03/15/2016 12:00:00 PM,Closed,DPW BSM Queue,Sidewalk or Curb,South of Market,Open311
08-02-2015 13:31,08-02-2015 14:22,08-02-2015 14:22,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Nob Hill,Voice In
08-02-2015 13:36,08-02-2015 14:16,08-02-2015 14:16,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Mission,Open311
03-11-2016 16:41,03/15/2016 02:05:29 PM,03/15/2016 02:05:29 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Civic Center,Voice In
08/19/2015 09:13:33 AM,08/19/2015 02:15:22 PM,08/19/2015 02:15:22 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,South of Market,Voice In
08/19/2015 09:16:25 AM,08/20/2015 09:42:46 AM,08/20/2015 09:42:46 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
08-02-2015 13:42,08/13/2015 04:23:18 AM,08/13/2015 04:23:18 AM,Closed,US Postal Service Maintenance Queue,Graffiti Public Property,Russian Hill,Open311
06-02-2016 20:19,06-02-2016 21:11,06-02-2016 21:11,Closed,DPW Ops Queue,Graffiti Private Property,Mission,Open311
06-02-2016 20:20,06-02-2016 22:14,06-02-2016 22:14,Closed,DPW Ops Queue,Graffiti Private Property,Mission,Open311
06-02-2016 20:21,06-02-2016 22:13,06-02-2016 22:13,Closed,DPW Ops Queue,Graffiti Private Property,Mission,Open311
06-02-2016 20:22,06-02-2016 22:14,06-02-2016 22:14,Closed,DPW Ops Queue,Graffiti Private Property,Mission,Open311
03-12-2016 12:12,03/15/2016 09:31:50 AM,03/15/2016 09:31:50 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
03-02-2016 10:14,03-02-2016 10:27,03-02-2016 10:27,Closed,311 Supervisor Queue,Noise Report,South of Market,Open311
06-02-2016 21:13,06-02-2016 22:17,06-02-2016 22:17,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Mission,Open311
03/13/2016 10:33:26 AM,03/15/2016 09:36:38 AM,03/15/2016 09:36:38 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Voice In
03/13/2016 11:09:33 AM,03/15/2016 09:35:14 AM,03/15/2016 09:35:14 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,South of Market,Open311
07/15/2015 09:04:02 AM,07/16/2015 08:52:33 AM,07/16/2015 08:52:33 AM,Closed,DPW Ops Queue,Graffiti Public Property,South of Market,Web Self Service
