,custcode,custname1,custareacode,fincustgrp,custaddress,currency
170,CU1B00461,BLOWELL AUTO PRIVATE LIMITED,11,1,BLOWELL AUTO PRIVATE LIMITED  PLOT NO.27 SECTOR - 6 FARIDABAD ,IND
171,CU1B00463,BIRLA TEXTILE MILLS,11,1,"BIRLA TEXTILE MILLS CHEMICALS LTD) (PROP.CHAMBAL FERTILISERS AND  SAI ROAD,BHATOULI KHURD,BADDI SOLAN HP",IND
172,CU1B00464,BRILA GLOBAL FINANCE LIMITED,12,1,"BRILA GLOBAL FINANCE LIMITED  A/C. SHAKTI BORING COMPANY BANDI STREET, SHAHPURA BHILWARA ",IND
173,CU1B00465,BHAVANI BOREWELLS,45,1,BHAVANI BOREWELLS    PONDICHERY ,IND
174,CU1C00002,CITY ELECTRICAL CORPORATION,51,6,"CITY ELECTRICAL CORPORATION   252,DR.NANJAPPA ROAD COIMBATORE - 641 018 ",IND
175,CU1B00620,BAGAL BOREWELLS,31,1,BAGAL BOREWELLS MARLAT YARD SHOPPING CENTRE GALA NO 9  PANDHAPUR MUMBAI,IND
176,CU1B00622,BAJRANG MARBLE INDUSTRIES LTD,33,1,"BAJRANG MARBLE INDUSTRIES LTD MINES-SANKOTRA JAMUA RAMGARH E-17,INDUSTRIAL AREA BIDIAD NAGOUR ",IND
177,CU1B00623,BHAVANJI MILLS,51,1,BHAVANJI MILLS  41/1 SRI VILLIPUTTUR ROAD  IDAIYANKULAM SRIVILLIPUTTUR,IND
178,CU1B00624,BALAKRISHNA REDDY R,45,1,BALAKRISHNA REDDY R     PONDICHERY,IND
179,CU1B00625,BP TEXTILE MILLS,54,1,BP TEXTILE MILLS  PLOT NO 69 THE SALEM INDL CO -OP ESTATE UDAYPATTY SALEM,IND
180,CU1B00627,BHAMA CHANDRAN,45,1,"BHAMA CHANDRAN  NO 258,BHARATI STREET  PONDICHERY ",IND
181,CU1B00229,BHARAT BIJLEE LIMITED,31,1,"BHARAT BIJLEE LIMITED  KALWA FACTORIES AND FOUNDRY P O BOX NO 100, BELAPUR ROAD THANE MUMBAI",IND
182,CU1B00828,BRIJRAJ AUTO PVT LTD,11,1,"BRIJRAJ AUTO PVT LTD  2,SARDAR PATEL MARG CIVIL LINES ALLAHABAD ",IND
183,CU1B00829,BLACK & DECKER,651,3,"BLACK & DECKER  5300,GEROGE MC VAY  DR MC ALLEN TX 78503,USA ",USD
184,CU1B00830,BIMAL FLOUR RICE AND OIL MILLS,21,1,BIMAL FLOUR RICE AND OIL MILLS  P O SARUPATHAR DIST GOLAGHAT ASSAM ,IND
185,CU1B00831,BANGALORE LEATHER PRODUCTS,43,1,"BANGALORE LEATHER PRODUCTS  238/1,BEGUR ROAD HONGASANDRA,BOMMANAHALLI MADIWALA POST BANGALORE",IND
186,CU1B00833,BALAJI TRADERS,12,1,BALAJI TRADERS  BALESAR SATAN JODHPUR JAISALMER ROAD JODHPUR RAJASTHAN,IND
187,CU1B00834,BHARAT MACHINERY AGENCIES,11,1,BHARAT MACHINERY AGENCIES  MANITAL ROAD  BAREILLY ,IND
188,CU1B00747,BOOPATHY RAMACHANDRAN RICE,51,1,BOOPATHY RAMACHANDRAN RICE MILL & TRANSPORT KASIAPURAM NALLUR ALANGULAM TK TIRUNELVELI DIST,IND
189,CU1B00408,BHARAT PRINTS,33,1,BHARAT PRINTS  OPP. PATELNAGAR ASHWANIKUMAR ROAD SURAT ,IND
190,CU1B00410,BHAGWAN SINGH GAIN SINGH GEHLOT,12,1,BHAGWAN SINGH GAIN SINGH GEHLOT    JODHPUR ,IND
191,CU1B00411,BODYGEAR INTERNATIONAL PVT LTD,53,1,BODYGEAR INTERNATIONAL PVT LTD  EDAYAR INDL. DEVELOPMENT AREA MUPPATHADAM POST ALUVA ,IND
192,CU1B00412,BIHARILAL SONI,34,1,"BIHARILAL SONI  PTC COLONY BANDHA MOHALLA, POST-PARASIA CHINDWARA M P",IND
193,CU1B00413,B D MODI PAPER MILLS LIMITED,11,1,"B D MODI PAPER MILLS LIMITED  DORAHA RAMPUR ROAD VILLAGE MAHESHPURA, BAZPUR NAINITAL ",IND
194,CU1B00414,BACHOS GARAGE,31,1,BACHOS GARAGE    MUMBAI ,IND
195,CU1C00151,CHOWGULE INDUSTRIES LIMITED,31,1,"CHOWGULE INDUSTRIES LIMITED  MARUTHI STOCK YARD HIGHWAY NO 8, BALITHA VAPI ",IND
196,CU1B01052,BHILWARA AGRO AUTO SERVICES (PVT),12,1,BHILWARA AGRO AUTO SERVICES (PVT) LIMITED AJMER ROAD  BHILWARA ,IND
197,CU1B01053,BHAGAT HYUNDAI,11,1,BHAGAT HYUNDAI  KOTAKPURA ROAD NEAR GOVT COLLEGE MUKTSAR ,IND
198,CU1B00416,BANSAL POLYVIN PRIVATE LIMITED,11,1,BANSAL POLYVIN PRIVATE LIMITED    SAMANA (PUNJAB) ,IND
199,CU1B00417,BI METAL BEARINGS LIMITED,43,1,BI METAL BEARINGS LIMITED  PERALDAPALLI  HOSUR ,IND
200,CU1B00419,BESTOMECH INDUSTRIES,51,1,"BESTOMECH INDUSTRIES UNIT II SFNO 912/3-B,KALAPATTI VILLAGE SERAIYAMPALAYAM ROAD KARUPARAYANPALAYAM COIMBATORE",IND
201,CU1B00420,BOMBAY ELECTRIC ENGINEERING WORKS,53,1,BOMBAY ELECTRIC ENGINEERING WORKS  6/140 KANNUR ROAD  KOZHICODE ,IND
202,CU1B00421,B S SUBBIAH & SONS COFFEE CURING,43,1,B S SUBBIAH & SONS COFFEE CURING WORKS OLD H.D. KOTE ROAD  MYSORE (SOUTH) ,IND
203,CU1B00422,BONY POLYMERS LIMITED,11,1,"BONY POLYMERS LIMITED  PLOT NO:37P, SECTOR -6  FARIDABAD HARYANA",IND
204,CU1C00003,C P S EQUIPMENT AGENCIES,54,6,"C P S EQUIPMENT AGENCIES  1 & 2 JAYARATHNA COMPLEX OMALUR ROAD, FIVE ROADS SALEM ",IND
205,CU1C00005,CT COTTON YARN LIMITED,11,1,"CT COTTON YARN LIMITED  25-B,MALANPUR INDUSTRIAL AREA MALANPUR,GWALIOR BHIND ",IND
206,CU1C00006,CASTROL INDIA LIMITED,41,7,"CASTROL INDIA LIMITED  RAYALA TOWERS, V FLOOR 781-785 ANNA SALAI CHENNAI ",IND
207,CU1C00007,CDA (HQ),11,2,CDA (HQ)  S/C SECTION 'G' BLOCK NEW DELHI ,IND
208,CU1B00428,BOMBAY BREWERIES,31,1,"BOMBAY BREWERIES A UNIT OF UNITED BREWERIES LTD M-1,MIDC TALOJA DIST RAIGAD TALOJA ",IND
209,CU1B00429,BTR MOTHERSON AUTOMOTIVE LIMITED,11,1,BTR MOTHERSON AUTOMOTIVE LIMITED  C-14A & 14B SECTOR 1  NOIDA DIST. GAUTAM BUDH NAGAR,IND
210,CU1B00430,BCC FUBA INDIA LIMITED,11,1,BCC FUBA INDIA LIMITED  4 KM. SWARGHAT ROAD NALAGARH SOLAN ,IND
211,CU1C00220,CARBAC HOLDINGS LIMITED,21,1,CARBAC HOLDINGS LIMITED  3 RONALDSAY ROAD  CALCUTTA ,IND
212,CU1C00011,CONTACT DRILLERS,706,3,"CONTACT DRILLERS  PO BOX NO,5306 LIMBE MALAWI ",IND
213,CU1C00012,CRESCENT ENTERPRISES,51,1,"CRESCENT ENTERPRISES  SITE NO:6, S.F.NO:197/2 VILANKURICHY ROAD, S.PATTI P.O COIMBATORE ",IND
214,CU1C00013,COIMBATORE PIONEER FERTILIZER LTD,51,1,"COIMBATORE PIONEER FERTILIZER LTD ENGINEERING DIVISION AVANASHI ROAD, NEELAMBUR POST OPP TO PSG FOUNDRY DVN COIMBATORE ",IND
215,CU1C00015,CAMBATA AVIATION LIMITED,31,1,CAMBATA AVIATION LIMITED  HANGER NO 3-A JUHU AERODROME MUMBAI ,IND
216,CU1C00016,CANARA BANK,51,1,CANARA BANK  PINCODE 638 452 A/C MR G P MURUGAIYAN GOBICHETTIPALAYAM ,IND
217,CU1C00017,CANARA BANK,54,1,CANARA BANK  THANNER PANDALPALAYAM  SALEM ,IND
218,CU1C00018,CANARA BANK,54,1,CANARA BANK  MANGALAPATTI  MUTHUR ,IND
219,CU1B00559,BOMBAY ELECTRICAL INDUSTREIS,31,1,"BOMBAY ELECTRICAL INDUSTREIS  CHOPRA BUILDING L B S MARG, BHANDUP MUMBAI ",IND
220,CU1B00749,BALAJI,45,1,"BALAJI  NO 124,M M KOVIL STREET PILAYARKUPPAM PONDICHEERY ",IND
221,CU1C00019,CANARA BANK,54,1,CANARA BANK  GURUSAMY PALAYAM  RASIPURAM ,IND
222,CU1C00021,CANARE ENTERPRISES, ,1,CANARE ENTERPRISES     ,IND
223,CU1C00022,CANNANORE CO-OPERATIVE SPINNING MIL,53,1,"CANNANORE CO-OPERATIVE SPINNING MIL LS LIMITED NO.F.1278, POST BOX NO 2005 P O CHOVVA KANNUR ",IND
224,CU1C00023,CANNANORE SPINNING & WEAVING,53,1,CANNANORE SPINNING & WEAVING MILLS POST BOX NO 1601  CANNANORE ,IND
225,CU1C00025,CAPITOL INDUSTRIES,41,1,CAPITOL INDUSTRIES  K34 INDUSTRIAL ESTATE AMBATTUR CHENNAI ,IND
226,CU1B00423,BANGALORE PHARMACEUTICAL AND RESEAR,43,1,BANGALORE PHARMACEUTICAL AND RESEAR CH LABORATORY LIMITED 45/2 9TH BLOCK JAYANAGAR BANGALORE ,IND
227,CU1B00452,BRYTAX AUTO INDUSTRIES LIMITED,11,1,BRYTAX AUTO INDUSTRIES LIMITED  VILLAGE BINOLA DELHI-JAIPUR HIGHWAY GURGAON HARYANA,IND
228,CU1B00453,BALAJI BOREWELLS,42,1,"BALAJI BOREWELLS REP: Mr. P. BHOOMATAH H NO.A/14, PLOT NO.32 MARGADARSH COLONY, R K PURAM HYDERABAD ",IND
229,CU1B00454,BIHAR SPONGE IRON LIMITED,21,1,BIHAR SPONGE IRON LIMITED  CHANAIL  SINGHBHUM ,IND
230,CU1B00456,BHANU AUTOMOBILES PRIVATE LIMITED,42,1,"BHANU AUTOMOBILES PRIVATE LIMITED  D.NO.7-1-638-643,BHANU ENCLAVE BESIDE ESI HOSPITAL, ERRAGADDA HYDERABAD ",IND
231,CU1B00457,BADHWAR & COMPANY,11,1,BADHWAR & COMPANY  DELHI ROAD  ROHTAK ,IND
232,CU1B00458,BELMAKS PRIVATE LIMITED,11,1,"BELMAKS PRIVATE LIMITED  125,SECTOR-24,  FARIDABAD ",IND
233,CU1B00459,BL PACKAGING,42,1,BL PACKAGING  TADIMALLA NIDADAVOLU MANDAL W G DIST ANDHRA PRADESH,IND
234,CU1B00431,BRIGHT BROTHERS LIMITED,31,1,"BRIGHT BROTHERS LIMITED  B-7/3, B ROAD, MIDC INDL. AREA TARAPUR, BOISER THANE ",IND
235,CU1C00034,CASTROL INDIA LIMITED,31,7,"CASTROL INDIA LIMITED  BHATIA AND PRAJAPATI ESTATE SARKHEJ BAVLA ROAD, SARKHEJ AHMEDABAD ",IND
236,CU1C00035,CASTROL INDIA LIMITED,21,7,"CASTROL INDIA LIMITED  C/O NORTHERN INDIA TRADING CO. 2 LEADER ROAD, OIL TANKI ALLAHABAD ",IND
237,CU1C00038,CASTROL INDIA LIMITED,41,7,"CASTROL INDIA LIMITED  25/2 III FLOOR LADY CURTON ROAD,SHIVAJI NAGAR BANGALORE ",IND
238,CU1C00039,CASTROL INDIA LIMITED,21,7,"CASTROL INDIA LIMITED  C/O AGARWAL LUBRICANTS 407 A KUAWARPUR,CHOPLAKILA RD. BAREILLY ",IND
239,CU1C00040,CASTROL INDIA LIMITED,34,7,"CASTROL INDIA LIMITED  C/O BHOPAL TYRE HOUSE MARUTI MARKET,8 MAHAKAL ROAD BHOPAL ",IND
240,CU1B00450,BHARATH AGENCIES,52,6,BHARATH AGENCIES  114 MAIN ROAD  ARAVAKKURICHI ,IND
241,CU1A01367,ASHOK PRECISION SERVICESS,51,1,ASHOK PRECISION SERVICESS  159-8TH STREET GANAPATHYPUDUR COIMBATORE ,IND
242,CU1B00837,BOMBAY PRECURESD RETRADS PVT LTD,31,1,"BOMBAY PRECURESD RETRADS PVT LTD  PLOT NO D-30/1,SANPADA PTC INDUSTRIAL AREA MIDC-TURBHA NAVI MUMBAI",IND
243,CU1C00109,CENTURY COATS LIMITED,33,1,"CENTURY COATS LIMITED  535,TAJPUR ROAD CHANGODAR, SANAND TK AHMEDABAD ",IND
244,CU1C00110,CENTURY FIBRE PLATES PVT.LIMITED,42,1,"CENTURY FIBRE PLATES (P) LTD   UNIT –I,SURVERY NO:296/7/8, IDA BOLLARAM,MEDAK DIST HYDERABAD ,TELANGANA",IND
245,CU1C00111,CENTURY YARN,34,1,CENTURY YARN    INDORE ,IND
246,CU1C00112,CENTWIN.,51,1,CENTWIN.  370 KAMARAJAR ROAD  TIRUPPUR ,IND
247,CU1C00026,CAR AUTOMOBILES,43,1,CAR AUTOMOBILES  J C ROAD CROSS(NR. PETROL BUNK KALASIPALAYAM NEW EXTENSION BANGALORE ,IND
248,CU1B00105,BINANI ZINC LIMITED,53,2,BINANI ZINC LIMITED  BINANIPURAM  ERNAKULAM ,IND
249,CU1B00238,BHARAT TRADING COMPANY,11,1,BHARAT TRADING COMPANY  NEAR KLP COLLEGE DELHI ROAD REWARI HARYANA,IND
250,CU1B00239,BHARAT DAIRY UDYOG,11,1,BHARAT DAIRY UDYOG  BHARATPUR AGRA ROAD FEROZEPUR JHIRKA GURGAON HARYANA,IND
251,CU1B00241,BHAWAAL SPINNERS PRIVATE LIMITED,42,1,BHAWAAL SPINNERS PRIVATE LIMITED  14 RAJENDRA GUNJ  RAICHUR ,IND
252,CU1B00242,BRAHAM PUTRA PROCESSORS PVT LIMITED,11,1,BRAHAM PUTRA PROCESSORS PVT LIMITED  BYE PASS NR.CHOWK FATEHGARH CHURIAN RD. AMRITSAR ,IND
253,CU1B00243,BAY ISLAND TRADING AND MARINE SERVI,41,1,BAY ISLAND TRADING AND MARINE SERVI CES PRIVATE LIMITED 6 & 7 GANDHI BHAVAN POST BOX NO 133 PORT BLAIR A & N ISLANDS,IND
254,CU1B00245,BHARAT SYNTHETICS,33,1,BHARAT SYNTHETICS  64 BALAJI INDUSTRIAL SOCEITY UDHANA - MAGDALLA ROAD SURAT ,IND
255,CU1B00619,BEST & CROMPTON LTD,41,1,"BEST & CROMPTON LTD  39,INDUSTRIAL ESTATE  AMBATTUR CHENNAI",IND
256,CU1B00112,BISWAKARMA ENGINEERING WORKSHOP,21,1,BISWAKARMA ENGINEERING WORKSHOP  .  POKHARA ,IND
257,CU1B00113,BJ MOHAN AND COMPANY,31,1,"BJ MOHAN AND COMPANY  20 HILL ROAD P.O. BOX NO.16662, BANDRA (W) MUMBAI ",IND
258,CU1B00114,BJS SERVICES,51,1,BJS SERVICES  51 ELGI NAGAR PHASE I VELLALORE ROAD COIMBATORE ,IND
259,CU1B00116,B L CHEMICALS,11,1,B L CHEMICALS  C 59 INDUSTRIAL AREA SIKANDERABAD BULANDHSHAR ,IND
260,CU1B00249,BHAGAWANDAS PUROHOTAM DAS,12,1,BHAGAWANDAS PUROHOTAM DAS    JAIPUR ,IND
261,CU1B00250,BHARAT DRILLING AND TUBEWELL,12,1,BHARAT DRILLING AND TUBEWELL     ,IND
262,CU1B00251,BHARAT STONES,12,1,BHARAT STONES    PALI ,IND
263,CU1B00451,BOOSEY & HAWKES MUSICAL INSTRUMENTS,11,1,BOOSEY & HAWKES MUSICAL INSTRUMENTS PRIVATE LIMITED 238 MITHEPUR GULAUTHI BULANDSHAHAR (U P) ,IND
264,CU1B00119,BLOW PACK INDUSTRIES,43,1,BLOW PACK INDUSTRIES  NO 58/2 SUBRAMANYAPURA ROAD  BANGALORE ,IND
265,CU1B00121,B MANGATRAM & SONS,33,1,"B MANGATRAM & SONS  OUTSIDE WANIAWAD GATE OPP.H P PETROL PUMP KUTCH,GUJARAT ",IND
266,CU1B00122,BMC TEXTILES,51,1,BMC TEXTILES  28 TIRUPPUR ROAD POST BOX NO 6 UDUMALPET ,IND
267,CU1B00123,BOFCO FURNACES PRIVATE LIMITED,31,1,"BOFCO FURNACES PRIVATE LIMITED  UNIT NO.1-3,NEW NANDU INDL. -ESTATE,M.C. ROAD, ANDHERI (E) MUMBAI ",IND
268,CU1B00125,BOMBAY OIL INDUSTRIES LIMITED,53,1,"BOMBAY OIL INDUSTRIES LIMITED  BOTONICAL EXTRACTS DIVISION POST BAG NO.3, ANGAMALLY SOUTH ERNAKULAM ",IND
269,CU1B00126,BOMMAKANTI FABRICS,31,1,BOMMAKANTI FABRICS    MUMBAI ,IND
270,CU1B00127,BOOTS PHARMACEUTICALS LIMITED,32,1,BOOTS PHARMACEUTICALS LIMITED  E 1 MIDC JEJURI PUNE ,IND
271,CU1B00056,BEST HEAT TREATMENT SERVICES,51,1,BEST HEAT TREATMENT SERVICES  53 SIDCO INDUSTRIAL ESTATE  COIMBATORE ,IND
272,CU1A01267,AUTO WORLD,11,1,AUTO WORLD  116 B JAWAHARLAL NEHRU MARG OPP CAPITAL CINEMA AMBALA CANNT  AMBALA ,IND
273,CU1A01269,AMAN MOTORS,11,1,AMAN MOTORS  PORTER GANJ LUCKNOW ROAD GONDA-U P ,IND
274,CU1A01270,ARORA MOTORS,12,1,"ARORA MOTORS  861,CHOPASNI ROAD  JODHPUR ",IND
275,CU1A01271,APAVOO R,45,1,"APAVOO R  S/O RAMASAMY GOUNDER NO1,MAIN ROAD THUTHIPET PONDICHERRY",IND
276,CU1A01272,A AUTO MOVERS PVT LTD,11,1,"A AUTO MOVERS PVT LTD  NO 10,EARTH FORSUTI ROAD  LALBAGH ",IND
277,CU1A01273,AJAY MOTOR WORKS PVT LTD,11,1,"AJAY MOTOR WORKS PVT LTD  STATION 117,W/81 KABADEO KANPUR ",IND
278,CU1A01275,ANAND FOOD PRODUCTS,21,1,ANAND FOOD PRODUCTS  HB ROAD MACHKHOWA GUWAHATI-009 ,IND
279,CU1B00246,BAVER SUSPESION PRIVATE LIMITED,11,1,"BAVER SUSPESION PRIVATE LIMITED  VILLAGE NAHRPUR KASAN 47 KM DELHI, JAIPUR HIGHWAY GURGAON ",IND
280,CU1B01037,BORG WARNER MORSE TEC MURUGAPPA,41,1,"BORG WARNER MORSE TEC MURUGAPPA PVT LTD PLOT NO 78,79,92,93 KAKKALUR INDL ESTATE PUTUR VILLAGE TIRUVALLUR",IND
281,CU1B01038,B S ENGINEERING,21,6,"B S ENGINEERING   GROUND FLOOR 14B, R.N.MUKHERJEE ROAD KOLKATA 700 001-WB",IND
282,CU1B01040,BRIJ HONDA,11,1,BRIJ HONDA  KANKALI BHUTESHWAR ROAD MATHURA ,IND
283,CU1B01042,BRINDHAA PROCESSING MILLS,51,1,"BRINDHAA PROCESSING MILLS  1/212 PALLANKADU AVARAPALAYAM,VEERAPANDI PO TIRUPUR ",IND
284,CU1C00118,CHANDERPUR WORKS PVT LTD,11,1,CHANDERPUR WORKS PVT LTD   VISHAV KARMA CHOWK CAMP YAMUNA NAGAR PO HARYANA-135 001,IND
285,CU1C00119,CHANDRAKANTA DYEING & PTG.MILLS,33,1,"CHANDRAKANTA DYEING & PTG.MILLS  PLOT NO.197 OPP: UNN JAKATNAKA, BHESTAN SURAT ",IND
286,CU1C00120,CHANDRAN PK,34,1,"CHANDRAN PK  SIDDHI PNEUMATICS,C 10 102 SEC.6,SHANTI NAGAR,MIRA ROAD THANE ",IND
287,CU1C00153,CIMMCO HEAVY ENGINEERING,12,1,CIMMCO HEAVY ENGINEERING    BHARATPUR ,IND
288,CU1C00154,CIMMCO LIMITED,12,1,"CIMMCO LIMITED  WAGON DIVISION BHARATPUR,   MAL GODOWN ROAD, BHARATPUR    DISTRICT, RAJASTHAN  - 321001",IND
289,CU1C00155,CIMMCO WAGON,12,1,CIMMCO WAGON  A DIVISION OF CIMMCO BIRLA LIM  BHARATPUR ,IND
290,CU1C00156,CIM TOOLS PRIVATE LIMITED,43,1,"CIM TOOLS PRIVATE LIMITED  PLOT NO.288, IV MAIN, IV PHASE INDUSTRIAL AREA, PEENYA BANGALORE ",IND
291,CU1C00157,CITY MOTORS,51,1,CITY MOTORS   633 KAMARAJ ROAD TIRUPPUR ,IND
292,CU1C00159,CLASPO HOOKS PRIVATE LIMITED,51,1,CLASPO HOOKS PRIVATE LIMITED  SULTHAN BATTERY  KOLLYADI ,IND
293,CU1C00160,CLASSIC APPARELS PRIVATE LIMITED,51,1,CLASSIC APPARELS PRIVATE LIMITED  150 COIMBATORE ROAD  POLLACHI ,IND
294,CU1B00548,BHUSHAN RAO  T,42,1,BHUSHAN RAO  T C/O MS ASHA BOREWELLS SUSARAM VILLAGE POLAKI MANDAL SRIKAKULAM ,IND
295,CU1C00214,CRYSTAL KNIT PROCESS PRIVATE LIMITE,51,1,"CRYSTAL KNIT PROCESS PRIVATE LIMITE D 12, ANGERIPALAYAM ROAD, PADMAVATHIPURAM, TIRUPPUR ",IND
296,CU1C00216,C THIPPIAH MOTORS,43,1,C THIPPIAH MOTORS  RAILWAY FEEDING ROAD  ANANTAPUR ,IND
297,CU1C00228,CHANDRAN S,54,1,CHANDRAN S S/O SRI SENGODA GOUNDER 2/188 A AZHAGA GOUNDER STREET MANIANOOR SALEM ,IND
298,CU1C00229,CASTROL INDIA LIMITED,31,7,"CASTROL INDIA LIMITED C/O AMOL ENTERPRISES G 11 DAMANI COMPLEX,NR.SHALMAR THEATURE, LAKSHMI MKT. ROAD SOLAPUR ",IND
299,CU1C00231,CENTRAL BANK OF INDIA,31,2,CENTRAL BANK OF INDIA  CHANDA BRANCH  CHANDA ,IND
300,CU1B00438,BIRLA CORPORATION LIMITED,34,1,BIRLA CORPORATION LIMITED  PO BIRLA VIKAS CEMENT DIVISION SATNA ,IND
301,CU1B00230,BHARTIYA AUTOMOBILES,11,1,"BHARTIYA AUTOMOBILES  MAIN ROAD, P B NO 71 MALEWADI AKLUJ MAHARASHTRA",IND
302,CU1B00231,BRIJ AND ASSOCIATES,41,1,BRIJ AND ASSOCIATES  MEDAVAKKAM MAIN ROAD KEELKATTALAI CHENNAI ,IND
303,CU1B00232,BLOW PACKAGING (INDIA) LIMITED,41,1,"BLOW PACKAGING (INDIA) LIMITED  NO 55-D,SIDCO INDUSTRAIL ESTAE AMBATTUR CHENNAI ",IND
304,CU1B00234,BANGALORE PHARMACEUTICALS AND RESEA,43,1,BANGALORE PHARMACEUTICALS AND RESEA RCH LAB PRIVATE LIMITED 9 TH BLOCK JAYANAGAR BANGALORE ,IND
305,CU1B00235,BHARATH RUBBER (INDIA) LIMITED,52,1,"BHARATH RUBBER (INDIA) LIMITED  55/5A, THIRUVALAVAYANALLUR(PO) THANICHYAM(VIA), T.VADIPATTI(TALUK), MADURAI(DIST.)",IND
306,CU1B00236,BIRLA MASUZAWA SILK LIMITED,11,1,BIRLA MASUZAWA SILK LIMITED  VILLAGE KHASA G T ROAD AMRITSAR PUNJAB,IND
307,CU1A01366,ADITYA CAR AUTOMOTIVES P LTD,21,1,ADITYA CAR AUTOMOTIVES P LTD (HIGHWAY HONDA)  NH-5 RUDRAPUR BHUBANESWAR - 752 101 ,IND
308,CU1C00121,CHANDRASEKAR A,51,1,CHANDRASEKAR A  30 LAKSHMANA VEETHI SKC ROAD ERODE ,IND
309,CU1B00560,BHARATH ELECTRICALS,53,1,"BHARATH ELECTRICALS    4/487 MAIN ROAD,PATTAMBI PALAKKAD - 679 303",IND
310,CU1B00561,BALRAJ  B,51,1,BALRAJ  B KARTHIK RICE MILL MUTHOJIAPPA CHAVADI 405 PATTUKOTTAI ROAD THANJAVUR ,IND
311,CU1B00563,BETHALL ENGINEERING COMPANY,41,1,"BETHALL ENGINEERING COMPANY  SURVEY NO:5,POONAMALL HIGH RD VANAGARAM CHENNAI ",IND
312,CU1B00564,BHAGHEERATHA ENGINEERING LIMITED,53,1,BHAGHEERATHA ENGINEERING LIMITED  POST BOX NO:226 UDAIPUR MINES PROJECT UDAIPUR RAJASTHAN,IND
313,CU1B00565,BHAVANI ENTERPRISES,42,1,"BHAVANI ENTERPRISES  SHED NO:6/A,IDA, PHASE II CHERLAPALLY HYDERABAD ",IND
314,CU1B00567,BHAGAT JEE STEELS PVT LIMITED,21,1,BHAGAT JEE STEELS PVT LIMITED 3513 KANJILAL AVENUE OPP:D P L B-ZONE ELEC.SUB STATION(MAMC)DURGAPUR BURDWAN WEST BENGAL,IND
315,CU1B00568,BENZ MOTORS,53,1,"BENZ MOTORS (TELCO DEALER) MADAPAVAMBIL ESTATE,THOOKALAM JN,SANADANAPURAM ALLEPPEY ",IND
316,CU1C00161,CLASSIC BELTS PRIVATE LIMITED,51,1,CLASSIC BELTS PRIVATE LIMITED  ANAPPURAM KINASSERY PALAKKAD ,IND
317,CU1B00424,BHAGWATI KRUPA DRILLING,33,1,BHAGWATI KRUPA DRILLING  ARAYANAGAR PEDAK ROAD RAJKOT ,IND
318,CU1B00426,BOMBAY BATTERY SEPRATORS PVT LTD,31,1,"BOMBAY BATTERY SEPRATORS PVT LTD  PLOT NO.205/206 JAWAAR INDL. ESTATE, KAMOTE PANVEL DIST. RAIGAD",IND
319,CU1B00570,BHARATBHAI MOHANBHAI VORA,33,1,BHARATBHAI MOHANBHAI VORA  VILLAGE: DANGARWADA TAL:LODHKA RAJKOT ,IND
320,CU1B00571,BATRA AUTO COMPANY,11,1,"BATRA AUTO COMPANY  MARUTI DEALER 14/1 MILESTONE,MATHURA ROAD FARIDABAD HARYANA",IND
321,CU1B00573,BINJUSARIA METAL BOX COMPANY LTD,42,1,"BINJUSARIA METAL BOX COMPANY LTD  SURVEY NO:139,140,141/1 GAGANPAHAD RANGA REDDY DIST ANDHRA PRADESH",IND
322,CU1B00574,BHAWANI MARBLES,12,1,BHAWANI MARBLES  MINES:JHANJHAR RAJSAMAND RAJASTHAN ,IND
323,CU1B00575,BEEKAY AUTO PRIVATE LIMITED,21,1,"BEEKAY AUTO PRIVATE LIMITED   NH-2, CHANDA MORE P.O: KALIPAHARI ASANSOL-713339,PASCHIM BARDDHAMAN",IND
324,CU1B00432,BALAJI AGENCIES,34,1,BALAJI AGENCIES  BARAIPALI N H 6 SAMBALPUR ,IND
325,CU1B00434,BHOPAL MOTORS LIMITED,34,1,BHOPAL MOTORS LIMITED  144 PIPLI RAO AGRA - BOMBAY ROAD INDORE ,IND
326,CU1B00435,BENTEX ELECTRICALS,11,1,"BENTEX ELECTRICALS  B-65, GATE NO.1, PHASE II NARAINA INDUSTRIAL AREA NEW DELHI ",IND
327,CU1B00436,BONY RUBBER CO  (P) LIMITED,11,1,BONY RUBBER CO  (P) LIMITED  9-E SECTOR - 6  FARIDABAD ,IND
328,CU1B00581,BISCO SPONGE IRON PVT LIMITED,21,1,"BISCO SPONGE IRON PVT LIMITED  PHASE VI,ADITYAPUR INDL AREA GAMHARIA JAMSHEDPUR ",IND
329,CU1B00582,BRIDS MEDICAL EQUIPMENTS,53,1,"BRIDS MEDICAL EQUIPMENTS  MES CULTURAL COMPLEX S36,JUDEGES AVENUE KALOOR KOCHI",IND
330,CU1B00583,BEMCO HYDRALICS LTD,43,1,BEMCO HYDRALICS LTD  UDYAMBAG  BELGAUM KARNATAKA DIST,IND
331,CU1A01077,ASHIRWAD TUBEWELLS,32,1,"ASHIRWAD TUBEWELLS  NO 11,SAMMER APARTMENTS VIJAYNAGAR OPP:RAILWAY STATION BARAMATI",IND
332,CU1B00440,BUILDER'S EQUIPMENT ENTERPRIESES,51,1,BUILDER'S EQUIPMENT ENTERPRIESES  69 SANGANOOR ROAD GANAPATHY COIMBATORE ,IND
